,index,id,offset,xmin,ymin,xmax,ymax,label,car_direction,car_curv,lane_Two_firstPoint,lane_Two_midPoint,lane_Two_lastPoint,lane_Three_firstPoint,lane_Three_midPoint,lane_Three_lastPoint
67,79,40,0.07085670617111668,370,614,411,664,car,F,2347.228918491537,"600, 402","413, 561","209, 720","665, 402","820, 478","993, 555"
68,80,41,0.06284455475497196,555,16,685,1278,car,F,1656.4369848822084,"600, 402","413, 561","210, 720","665, 402","820, 478","993, 555"
69,81,41,0.06284455475497196,370,614,411,664,car,F,1656.4369848822084,"600, 402","413, 561","210, 720","665, 402","820, 478","993, 555"
70,82,42,0.06499477328901218,556,10,688,1278,car,F,2253.1555394039974,"600, 402","413, 561","209, 720","665, 402","820, 478","993, 555"
71,83,42,0.06499477328901218,370,614,411,664,car,F,2253.1555394039974,"600, 402","413, 561","209, 720","665, 402","820, 478","993, 555"
72,84,43,0.05500494352266184,556,14,687,1277,car,F,1371.8223327280696,"596, 402","413, 561","209, 720","665, 402","820, 478","993, 555"
73,85,43,0.05500494352266184,369,613,410,663,car,F,1371.8223327280696,"596, 402","413, 561","209, 720","665, 402","820, 478","993, 555"
74,86,44,0.06012656048461895,556,26,686,1278,car,F,1664.2232430232934,"596, 402","413, 561","209, 720","665, 402","820, 478","992, 555"
75,87,44,0.06012656048461895,369,613,410,663,car,F,1664.2232430232934,"596, 402","413, 561","209, 720","665, 402","820, 478","992, 555"
76,88,45,0.05466874463918623,555,24,684,1278,car,F,951.0244439918076,"595, 402","413, 561","209, 720","659, 402","820, 478","988, 555"
77,89,45,0.05466874463918623,370,612,411,662,car,F,951.0244439918076,"595, 402","413, 561","209, 720","659, 402","820, 478","988, 555"
78,90,46,0.05870956627714007,556,12,686,1277,car,F,1215.2467497312994,"595, 402","412, 561","209, 720","659, 402","820, 478","988, 555"
