,index,id,offset,xmin,ymin,xmax,ymax,label,car_direction,car_curv,lane_Two_firstPoint,lane_Two_midPoint,lane_Two_lastPoint,lane_Three_firstPoint,lane_Three_midPoint,lane_Three_lastPoint
427,487,151,0.19275745080977527,103,904,147,923,traffic light,R,263.18359017733536,"472, 484","342, 602","202, 720","865, 478","871, 549","999, 620"
428,488,151,0.19275745080977527,223,589,245,599,traffic light,R,263.18359017733536,"472, 484","342, 602","202, 720","865, 478","871, 549","999, 620"
429,489,151,0.19275745080977527,118,1137,183,1176,traffic light,R,263.18359017733536,"472, 484","342, 602","202, 720","865, 478","871, 549","999, 620"
430,490,151,0.19275745080977527,98,1191,180,1239,traffic light,R,263.18359017733536,"472, 484","342, 602","202, 720","865, 478","871, 549","999, 620"
431,491,152,,301,576,526,879,car,,,"485, 478","343, 602","235, 720",,,
432,492,152,,220,587,243,599,traffic light,,,"485, 478","343, 602","235, 720",,,
433,493,152,,215,489,239,501,traffic light,,,"485, 478","343, 602","235, 720",,,
434,494,152,,95,1189,167,1234,traffic light,,,"485, 478","343, 602","235, 720",,,
435,495,152,,89,920,138,940,traffic light,,,"485, 478","343, 602","235, 720",,,
436,496,152,,224,686,247,698,traffic light,,,"485, 478","343, 602","235, 720",,,
437,497,152,,76,1255,164,1278,traffic light,,,"485, 478","343, 602","235, 720",,,
438,498,153,,299,574,528,896,car,,,,,,,,
439,499,153,,77,1228,154,1274,traffic light,,,,,,,,
440,500,153,,218,587,242,599,traffic light,,,,,,,,
441,501,153,,81,930,130,952,traffic light,,,,,,,,
442,502,153,,214,488,239,500,traffic light,,,,,,,,
443,503,153,,223,688,246,700,traffic light,,,,,,,,
444,504,154,,296,569,529,923,car,,,"767, 425","357, 602","260, 720",,,
445,505,154,,70,945,121,968,traffic light,,,"767, 425","357, 602","260, 720",,,
446,506,154,,217,587,241,598,traffic light,,,"767, 425","357, 602","260, 720",,,
447,507,154,,211,485,237,496,traffic light,,,"767, 425","357, 602","260, 720",,,
448,508,154,,219,689,244,701,traffic light,,,"767, 425","357, 602","260, 720",,,
449,509,155,,291,565,528,949,car,,,"556, 414","446, 537","286, 708",,,
450,510,155,,214,587,239,598,traffic light,,,"556, 414","446, 537","286, 708",,,
451,511,155,,59,957,114,980,traffic light,,,"556, 414","446, 537","286, 708",,,
452,512,155,,209,483,235,495,traffic light,,,"556, 414","446, 537","286, 708",,,
453,513,155,,218,691,242,703,traffic light,,,"556, 414","446, 537","286, 708",,,
454,514,156,,288,558,532,989,car,,,,,,,,
455,515,156,,211,587,236,599,traffic light,,,,,,,,
456,516,156,,46,975,104,999,traffic light,,,,,,,,
457,517,156,,206,480,232,492,traffic light,,,,,,,,
458,518,156,,215,694,240,705,traffic light,,,,,,,,
459,519,157,,281,553,536,1028,car,,,,,,,,
460,520,157,,209,587,235,599,traffic light,,,,,,,,
461,521,157,,32,988,94,1015,traffic light,,,,,,,,
462,522,157,,203,477,230,490,traffic light,,,,,,,,
463,523,157,,522,33,681,1279,car,,,,,,,,
464,524,158,,270,541,556,1116,car,,,,,,,,
465,525,158,,200,473,227,486,traffic light,,,,,,,,
466,526,158,,205,585,232,597,traffic light,,,,,,,,
467,527,158,,15,1014,73,1043,traffic light,,,,,,,,
468,528,158,,524,19,681,1278,car,,,,,,,,
469,529,158,,207,698,235,712,traffic light,,,,,,,,
470,530,158,,269,1000,354,1278,train,,,,,,,,
471,531,159,,261,523,576,1190,car,,,,,,,,
472,532,159,,202,585,230,598,traffic light,,,,,,,,
473,533,159,,196,470,225,483,traffic light,,,,,,,,
474,534,159,,205,700,233,713,traffic light,,,,,,,,
475,535,159,,524,12,681,1278,car,,,,,,,,
476,536,159,,14,1031,62,1065,traffic light,,,,,,,,
477,537,160,,195,579,224,593,traffic light,,,,,,,,
478,538,160,,190,461,220,474,traffic light,,,,,,,,
479,539,160,,267,1082,377,1278,train,,,,,,,,
480,540,160,,235,451,592,1273,car,,,,,,,,
481,541,160,,522,6,683,1276,car,,,,,,,,
482,542,161,,186,457,216,471,traffic light,,,,,,,,
483,543,161,,192,577,221,591,traffic light,,,,,,,,
484,544,161,,213,486,606,1278,car,,,,,,,,
485,545,161,,197,699,226,712,traffic light,,,,,,,,
486,546,162,,191,575,221,589,traffic light,,,,,,,,
487,547,162,,182,451,214,465,traffic light,,,,,,,,
488,548,162,,198,699,228,712,traffic light,,,,,,,,
489,549,162,,214,486,594,1279,car,,,,,,,,
490,550,163,,184,449,215,463,traffic light,,,,,,,,
491,551,163,,193,574,223,588,traffic light,,,,,,,,
492,552,163,,226,495,587,1279,car,,,,,,,,
493,553,163,,202,699,232,712,traffic light,,,,,,,,
494,554,164,,197,443,229,458,traffic light,,,,,,,,
495,555,164,,207,571,237,585,traffic light,,,,,,,,
496,556,164,,228,27,680,1276,car,,,,,,,,
497,557,165,,210,571,241,586,traffic light,,,,,,,,
498,558,165,,200,442,232,457,traffic light,,,,,,,,
499,559,165,,219,698,249,712,traffic light,,,,,,,,
500,560,165,,233,47,679,1276,car,,,,,,,,
501,561,166,,222,701,253,714,traffic light,,,,,,,,
502,562,166,,214,570,245,585,traffic light,,,,,,,,
503,563,166,,204,439,237,454,traffic light,,,,,,,,
504,564,166,,383,550,393,571,car,,,,,,,,
505,565,167,,212,570,243,585,traffic light,,,,,,,,
506,566,167,,202,438,235,453,traffic light,,,,,,,,
507,567,167,,221,703,245,717,traffic light,,,,,,,,
508,568,167,,384,554,394,572,car,,,,,,,,
509,569,168,,196,434,230,450,traffic light,,,,,,,,
510,570,168,,204,570,237,586,traffic light,,,,,,,,
511,571,168,,158,130,680,1278,truck,,,,,,,,
512,572,169,,190,433,224,448,traffic light,,,,,,,,
513,573,169,,197,569,230,585,traffic light,,,,,,,,
514,574,169,,122,127,680,1279,truck,,,,,,,,
515,575,170,,181,429,216,444,traffic light,,,,,,,,
516,576,170,,188,569,223,584,traffic light,,,,,,,,
517,577,170,,87,124,677,1278,truck,,,,,,,,
518,578,171,,174,425,210,441,traffic light,,,,,,,,
519,579,171,,60,121,678,1279,truck,,,,,,,,
520,580,171,,181,569,216,584,traffic light,,,,,,,,
521,581,172,,167,423,203,439,traffic light,,,,,,,,
522,582,172,,49,139,679,1278,truck,,,,,,,,
523,583,172,,175,569,210,585,traffic light,,,,,,,,
524,584,172,,193,715,217,729,traffic light,,,,,,,,
525,585,173,,160,419,198,436,traffic light,,,,,,,,
526,586,173,,178,716,214,732,traffic light,,,,,,,,
527,587,173,,169,569,206,584,traffic light,,,,,,,,
528,588,173,,41,135,680,1278,truck,,,,,,,,
529,589,174,,151,413,190,430,traffic light,,,,,,,,
530,590,174,,161,565,199,581,traffic light,,,,,,,,
531,591,174,,168,714,205,734,traffic light,,,,,,,,
532,592,174,,32,107,681,1279,truck,,,,,,,,
533,593,174,,361,557,371,577,car,,,,,,,,
534,594,175,,146,409,185,427,traffic light,,,,,,,,
535,595,175,,156,563,195,580,traffic light,,,,,,,,
536,596,175,,28,125,680,1278,truck,,,,,,,,
537,597,175,,359,555,369,577,car,,,,,,,,
538,598,175,,166,713,201,733,traffic light,,,,,,,,
539,599,176,,132,401,173,419,traffic light,,,,,,,,
540,600,176,,143,561,183,578,traffic light,,,,,,,,
541,601,177,,126,399,166,416,traffic light,,,,,,,,
542,602,177,,137,560,177,578,traffic light,,,,,,,,
543,603,177,,17,486,602,1278,truck,,,,,,,,
544,604,177,,350,553,359,574,car,,,,,,,,
545,605,178,,117,395,159,414,traffic light,,,,,,,,
546,606,178,,129,559,170,577,traffic light,,,,,,,,
547,607,178,,14,493,585,1279,truck,,,,,,,,
548,608,179,,107,389,150,408,traffic light,,,,,,,,
549,609,179,,119,557,161,576,traffic light,,,,,,,,
550,610,179,,15,501,596,1280,truck,,,,,,,,
551,611,180,,15,521,602,1279,truck,,,,,,,,
552,612,180,,96,384,140,403,traffic light,,,,,,,,
553,613,180,,107,556,151,574,traffic light,,,,,,,,
554,614,181,,103,555,146,574,traffic light,,,,,,,,
555,615,181,,89,381,134,400,traffic light,,,,,,,,
556,616,181,,20,529,602,1279,truck,,,,,,,,
557,617,181,,334,559,343,574,car,,,,,,,,
558,618,182,,80,376,127,396,traffic light,,,,,,,,
559,619,182,,93,553,138,572,traffic light,,,,,,,,
560,620,182,,38,547,593,1279,truck,,,,,,,,
561,621,183,,90,552,136,572,traffic light,,,,,,,,
562,622,183,,77,373,124,393,traffic light,,,,,,,,
563,623,183,,48,552,596,1279,truck,,,,,,,,
564,624,184,,73,370,121,391,traffic light,,,,,,,,
565,625,184,,86,552,133,572,traffic light,,,,,,,,
566,626,184,,97,734,131,752,traffic light,,,,,,,,
567,627,184,,74,567,602,1278,truck,,,,,,,,
568,628,185,,72,368,120,389,traffic light,,,,,,,,
569,629,185,,85,552,133,572,traffic light,,,,,,,,
570,630,185,,96,734,139,753,traffic light,,,,,,,,
571,631,185,,102,578,599,1278,car,,,,,,,,
572,632,186,,73,367,122,388,traffic light,,,,,,,,
573,633,186,,97,736,143,756,traffic light,,,,,,,,
574,634,186,,85,552,133,573,traffic light,,,,,,,,
575,635,186,,139,591,593,1278,car,,,,,,,,
576,636,187,,74,366,123,387,traffic light,,,,,,,,
577,637,187,,87,552,135,573,traffic light,,,,,,,,
578,638,187,,98,737,144,757,traffic light,,,,,,,,
579,639,187,,168,600,600,1279,car,,,,,,,,
580,640,188,,89,552,137,573,traffic light,,,,,,,,
581,641,188,,77,363,126,385,traffic light,,,,,,,,
582,642,188,,100,739,145,759,traffic light,,,,,,,,
583,643,188,,181,610,588,1279,car,,,,,,,,
584,644,189,,91,552,140,573,traffic light,,,,,,,,
585,645,189,,79,361,129,383,traffic light,,,,,,,,
586,646,189,,102,741,147,760,traffic light,,,,,,,,
587,647,190,,92,551,141,572,traffic light,,,"587, 384","427, 555","260, 720",,,
588,648,190,,80,359,130,381,traffic light,,,"587, 384","427, 555","260, 720",,,
589,649,190,,102,741,148,762,traffic light,,,"587, 384","427, 555","260, 720",,,
590,650,190,,348,557,357,579,car,,,"587, 384","427, 555","260, 720",,,
591,651,191,,80,356,130,378,traffic light,,,"577, 396","407, 578","254, 720",,,
592,652,191,,92,551,141,572,traffic light,,,"577, 396","407, 578","254, 720",,,
593,653,191,,101,742,147,763,traffic light,,,"577, 396","407, 578","254, 720",,,
594,654,192,0.24205583400197084,79,353,129,376,traffic light,F,3129.6938937622053,"595, 378","439, 549","266, 720","684, 378","871, 514","999, 590"
595,655,192,0.24205583400197084,91,550,141,571,traffic light,F,3129.6938937622053,"595, 378","439, 549","266, 720","684, 378","871, 514","999, 590"
596,656,192,0.24205583400197084,100,743,146,765,traffic light,F,3129.6938937622053,"595, 378","439, 549","266, 720","684, 378","871, 514","999, 590"
597,657,193,0.2412689203347813,77,352,127,374,traffic light,F,6821.081792087874,"601, 372","439, 549","260, 720","666, 372","833, 484","999, 590"
598,658,193,0.2412689203347813,89,549,140,571,traffic light,F,6821.081792087874,"601, 372","439, 549","260, 720","666, 372","833, 484","999, 590"
599,659,193,0.2412689203347813,99,744,146,765,traffic light,F,6821.081792087874,"601, 372","439, 549","260, 720","666, 372","833, 484","999, 590"
600,660,194,0.2478088819979623,86,549,137,570,traffic light,F,4310.326491455352,"596, 378","438, 549","260, 720","672, 378","833, 484","999, 590"
601,661,194,0.2478088819979623,74,348,125,371,traffic light,F,4310.326491455352,"596, 378","438, 549","260, 720","672, 378","833, 484","999, 590"
602,662,194,0.2478088819979623,97,746,145,767,traffic light,F,4310.326491455352,"596, 378","438, 549","260, 720","672, 378","833, 484","999, 590"
603,663,194,0.2478088819979623,352,557,361,579,car,F,4310.326491455352,"596, 378","438, 549","260, 720","672, 378","833, 484","999, 590"
604,664,195,,84,548,135,570,traffic light,,,"594, 384","429, 555","260, 720",,,
605,665,195,,72,345,124,369,traffic light,,,"594, 384","429, 555","260, 720",,,
606,666,195,,95,747,143,769,traffic light,,,"594, 384","429, 555","260, 720",,,
607,667,196,0.2828237742152696,80,547,132,570,traffic light,F,2209.0851746966773,"593, 384","432, 555","261, 720","672, 378","852, 484","999, 590"
608,668,196,0.2828237742152696,67,342,121,366,traffic light,F,2209.0851746966773,"593, 384","432, 555","261, 720","672, 378","852, 484","999, 590"
609,669,196,0.2828237742152696,91,748,142,770,traffic light,F,2209.0851746966773,"593, 384","432, 555","261, 720","672, 378","852, 484","999, 590"
610,670,197,0.2788733741448742,77,547,130,569,traffic light,F,2449.152701693311,"593, 384","429, 555","260, 720","692, 384","853, 484","999, 590"
611,671,197,0.2788733741448742,88,750,139,772,traffic light,F,2449.152701693311,"593, 384","429, 555","260, 720","692, 384","853, 484","999, 590"
612,672,197,0.2788733741448742,64,339,118,363,traffic light,F,2449.152701693311,"593, 384","429, 555","260, 720","692, 384","853, 484","999, 590"
613,673,197,0.2788733741448742,228,661,581,1279,car,F,2449.152701693311,"593, 384","429, 555","260, 720","692, 384","853, 484","999, 590"
614,674,198,0.28641671927889395,72,546,125,568,traffic light,F,2888.6189751657944,"597, 378","439, 549","278, 720","685, 378","852, 484","999, 590"
615,675,198,0.28641671927889395,59,335,115,360,traffic light,F,2888.6189751657944,"597, 378","439, 549","278, 720","685, 378","852, 484","999, 590"
616,676,198,0.28641671927889395,84,753,135,775,traffic light,F,2888.6189751657944,"597, 378","439, 549","278, 720","685, 378","852, 484","999, 590"
617,677,198,0.28641671927889395,227,666,586,1278,car,F,2888.6189751657944,"597, 378","439, 549","278, 720","685, 378","852, 484","999, 590"
